,time,O1,O2,Fp2,Fp1,contact_O1,contact_O2,contact_Fp2,contact_Fp1,Sample,Streaming,Battery
149,0.596,0.13317129687499998,0.1331255,0.13267864062499998,0.1328975,0.0,0.0,0.0,0.0,32225.0,1.0,88.0
150,0.6,0.13316035937499998,0.13311429687499998,0.13266796875,0.1328863125,0.0,0.0,0.0,0.0,32226.0,1.0,88.0
151,0.604,0.133170015625,0.133124484375,0.132677625,0.132896234375,0.0,0.0,0.0,0.0,32227.0,1.0,88.0
152,0.608,0.133176984375,0.133130921875,0.13268434375,0.132902671875,0.0,0.0,0.0,0.0,32228.0,1.0,88.0
153,0.612,0.13320167187499998,0.13315559375,0.13270875,0.13292734374999998,0.0,0.0,0.0,0.0,32229.0,1.0,88.0
154,0.616,0.133227953125,0.13318242187499998,0.132735296875,0.132953890625,0.0,0.0,0.0,0.0,32230.0,1.0,88.0
155,0.62,0.133229296875,0.13318349999999998,0.132736375,0.13295523437499998,0.0,0.0,0.0,0.0,32231.0,1.0,88.0
156,0.624,0.133211921875,0.133165859375,0.132719,0.132937609375,0.0,0.0,0.0,0.0,32232.0,1.0,88.0
157,0.628,0.13320367187499998,0.13315760937499999,0.13271075,0.132929625,0.0,0.0,0.0,0.0,32233.0,1.0,88.0
158,0.632,0.133225609375,0.13318001562499998,0.13273274999999998,0.132951625,0.0,0.0,0.0,0.0,32234.0,1.0,88.0
159,0.636,0.133286484375,0.133240890625,0.132793640625,0.13301223437499998,0.0,0.0,0.0,0.0,32235.0,1.0,88.0
160,0.64,0.13324096875,0.133195359375,0.132748640625,0.13296696875,0.0,0.0,0.0,0.0,32236.0,1.0,88.0
161,0.644,0.13320509375,0.133159484375,0.132712765625,0.132931375,0.0,0.0,0.0,0.0,32237.0,1.0,88.0
162,0.648,0.133269734375,0.133223859375,0.13277714062499998,0.132996015625,0.0,0.0,0.0,0.0,32238.0,1.0,88.0
163,0.652,0.13345265625,0.133406515625,0.13295979687499998,0.133178671875,0.0,0.0,0.0,0.0,32239.0,1.0,88.0
164,0.656,0.1332590625,0.1332129375,0.13276620312499998,0.1329848125,0.0,0.0,0.0,0.0,32240.0,1.0,88.0
165,0.66,0.133134671875,0.133088546875,0.132641828125,0.132860421875,0.0,0.0,0.0,0.0,32241.0,1.0,88.0
166,0.664,0.133174640625,0.13312878125,0.13268178125,0.132900390625,0.0,0.0,0.0,0.0,32242.0,1.0,88.0
167,0.668,0.133196640625,0.13315104687499998,0.13270378124999999,0.13292237499999998,0.0,0.0,0.0,0.0,32243.0,1.0,88.0
168,0.672,0.133229625,0.133183765625,0.1327365,0.132955109375,0.0,0.0,0.0,0.0,32244.0,1.0,88.0
169,0.676,0.133259140625,0.133213,0.132765734375,0.13298434374999998,0.0,0.0,0.0,0.0,32245.0,1.0,88.0
170,0.68,0.133261546875,0.13321568749999999,0.13276815625,0.13298701562499998,0.0,0.0,0.0,0.0,32246.0,1.0,88.0
171,0.684,0.133244453125,0.133198578125,0.1327510625,0.1329701875,0.0,0.0,0.0,0.0,32247.0,1.0,88.0
172,0.688,0.133237,0.13319140625,0.13274415625,0.132963015625,0.0,0.0,0.0,0.0,32248.0,1.0,88.0
173,0.692,0.13325496874999998,0.133209375,0.13276265625,0.132980984375,0.0,0.0,0.0,0.0,32249.0,1.0,88.0
174,0.696,0.133278046875,0.133232171875,0.13278545312499998,0.13300351562499999,0.0,0.0,0.0,0.0,32250.0,1.0,88.0
175,0.7,0.133278046875,0.13323196874999998,0.13278571875,0.13300378124999998,0.0,0.0,0.0,0.0,32251.0,1.0,88.0
176,0.704,0.1332590625,0.133213,0.13276675,0.132985078125,0.0,0.0,0.0,0.0,32252.0,1.0,88.0
177,0.708,0.13331137499999998,0.133265296875,0.13281878125,0.13303737499999999,0.0,0.0,0.0,0.0,32253.0,1.0,88.0
178,0.712,0.133395046875,0.133348984375,0.13290246875,0.133120796875,0.0,0.0,0.0,0.0,32254.0,1.0,88.0
179,0.716,0.1332379375,0.13319240625,0.132745625,0.13296368749999998,0.0,0.0,0.0,0.0,32255.0,1.0,88.0
180,0.72,0.133227546875,0.13318201562499998,0.13273496875,0.13295303125,0.0,0.0,0.0,0.0,32256.0,1.0,88.0
181,0.724,0.133239359375,0.13319354687499999,0.1327465,0.132964828125,0.0,0.0,0.0,0.0,32257.0,1.0,88.0
182,0.728,0.13324606249999998,0.13320026562499998,0.13275346875,0.132971796875,0.0,0.0,0.0,0.0,32258.0,1.0,88.0
183,0.732,0.133271,0.133225203125,0.1327786875,0.13299675,0.0,0.0,0.0,0.0,32259.0,1.0,88.0
184,0.736,0.133297828125,0.13325229687499998,0.1328055,0.1330235625,0.0,0.0,0.0,0.0,32260.0,1.0,88.0
185,0.74,0.133304796875,0.13325926562499998,0.132812203125,0.133030546875,0.0,0.0,0.0,0.0,32261.0,1.0,88.0
186,0.744,0.13327992187499998,0.133234390625,0.13278759375,0.13300567187499998,0.0,0.0,0.0,0.0,32262.0,1.0,88.0
187,0.748,0.1332681875,0.13322292187499998,0.13277614062499998,0.132994203125,0.0,0.0,0.0,0.0,32263.0,1.0,88.0
188,0.752,0.133287234375,0.13324196875,0.13279490624999998,0.13301296875,0.0,0.0,0.0,0.0,32264.0,1.0,88.0
189,0.756,0.13331801562499998,0.133272203125,0.132825359375,0.1330438125,0.0,0.0,0.0,0.0,32265.0,1.0,88.0
190,0.76,0.133357703125,0.1333124375,0.1328653125,0.13308378125,0.0,0.0,0.0,0.0,32266.0,1.0,88.0
191,0.764,0.13328884375,0.13324384375,0.13279671875,0.133014921875,0.0,0.0,0.0,0.0,32267.0,1.0,88.0
192,0.768,0.13332934375,0.13328407812499998,0.132836953125,0.133055421875,0.0,0.0,0.0,0.0,32268.0,1.0,88.0
193,0.772,0.13352165624999998,0.133476125,0.13302899999999998,0.13324746875,0.0,0.0,0.0,0.0,32269.0,1.0,88.0
194,0.776,0.13333370312499998,0.13328790625,0.13284078124999998,0.133059234375,0.0,0.0,0.0,0.0,32270.0,1.0,88.0
195,0.78,0.133199125,0.133153859375,0.13270646875,0.132925203125,0.0,0.0,0.0,0.0,32271.0,1.0,88.0
196,0.784,0.133243109375,0.13319784375,0.1327501875,0.132968921875,0.0,0.0,0.0,0.0,32272.0,1.0,88.0
197,0.788,0.13326725,0.13322171875,0.13277406249999998,0.132993328125,0.0,0.0,0.0,0.0,32273.0,1.0,88.0
198,0.792,0.133298890625,0.133253359375,0.132805703125,0.133024984375,0.0,0.0,0.0,0.0,32274.0,1.0,88.0
199,0.796,0.133328671875,0.133282875,0.132835484375,0.13305475,0.0,0.0,0.0,0.0,32275.0,1.0,88.0
200,0.8,0.1333308125,0.13328528125,0.132837625,0.133056890625,0.0,0.0,0.0,0.0,32276.0,1.0,88.0
201,0.804,0.13331425,0.13326898437499998,0.132821328125,0.133040328125,0.0,0.0,0.0,0.0,32277.0,1.0,88.0
202,0.808,0.133307078125,0.1332618125,0.13281415624999998,0.13303315625,0.0,0.0,0.0,0.0,32278.0,1.0,88.0
203,0.812,0.133326125,0.13328059374999998,0.132833203125,0.1330519375,0.0,0.0,0.0,0.0,32279.0,1.0,88.0
204,0.816,0.13335,0.1333041875,0.13285706249999998,0.13307553125,0.0,0.0,0.0,0.0,32280.0,1.0,88.0
205,0.82,0.13334871874999998,0.13330265624999998,0.13285553125,0.133074,0.0,0.0,0.0,0.0,32281.0,1.0,88.0
206,0.824,0.13332946874999999,0.13328340624999999,0.132836015625,0.133054484375,0.0,0.0,0.0,0.0,32282.0,1.0,88.0
207,0.828,0.133381515625,0.13333570312499998,0.132888046875,0.133107046875,0.0,0.0,0.0,0.0,32283.0,1.0,88.0
208,0.832,0.133463859375,0.13341778125,0.132970390625,0.133189125,0.0,0.0,0.0,0.0,32284.0,1.0,88.0
209,0.836,0.13330889062499998,0.13326309375,0.132815703125,0.1330344375,0.0,0.0,0.0,0.0,32285.0,1.0,88.0
210,0.84,0.133300109375,0.133254578125,0.13280690625,0.13302592187499998,0.0,0.0,0.0,0.0,32286.0,1.0,88.0
211,0.844,0.1333105625,0.13326503125,0.13281764062499998,0.13303637499999998,0.0,0.0,0.0,0.0,32287.0,1.0,88.0
212,0.848,0.133316203125,0.1332709375,0.132823546875,0.13304201562499998,0.0,0.0,0.0,0.0,32288.0,1.0,88.0
213,0.852,0.133340875,0.13329560937499998,0.132848484375,0.1330666875,0.0,0.0,0.0,0.0,32289.0,1.0,88.0
214,0.856,0.133367421875,0.133322171875,0.132874765625,0.13309323437499998,0.0,0.0,0.0,0.0,32290.0,1.0,88.0
