,time,O1,O2,Fp2,Fp1,contact_O1,contact_O2,contact_Fp2,contact_Fp1,Sample,Streaming,Battery
39,0.156,0.11378280468749999,0.5625,-0.02085518359375,-0.032895285156249995,1.0,0.0,1.0,1.0,12440.0,1.0,84.0
40,0.16,0.11379487499999999,0.5625,-0.020850892578125,-0.03289709765625,1.0,0.0,1.0,1.0,12441.0,1.0,84.0
41,0.164,0.11379756249999999,0.5625,-0.020856189453125,-0.03288261328125,1.0,0.0,1.0,1.0,12442.0,1.0,84.0
42,0.168,0.1137737578125,0.5625,-0.02086819140625,-0.0328708125,1.0,0.0,1.0,1.0,12443.0,1.0,84.0
43,0.172,0.1137593359375,0.5625,-0.020866314453125,-0.032879058593749996,1.0,0.0,1.0,1.0,12444.0,1.0,84.0
44,0.176,0.113771671875,0.5625,-0.020881267578124998,-0.032875304687499995,1.0,0.0,1.0,1.0,12445.0,1.0,84.0
45,0.18,0.11377810937499999,0.5625,-0.020891929687499998,-0.0328624296875,1.0,0.0,1.0,1.0,12446.0,1.0,84.0
46,0.184,0.11377080468749999,0.5625,-0.020874697265625,-0.03287973046875,1.0,0.0,1.0,1.0,12447.0,1.0,84.0
47,0.188,0.11377428906249999,0.5625,-0.020885626953125,-0.0328714140625,1.0,0.0,1.0,1.0,12448.0,1.0,84.0
48,0.192,0.11377060156249999,0.5625,-0.020887437499999998,-0.03286953515625,1.0,0.0,1.0,1.0,12449.0,1.0,84.0
49,0.196,0.1137735546875,0.5625,-0.02088555859375,-0.03288100390625,1.0,0.0,1.0,1.0,12450.0,1.0,84.0
50,0.2,0.11377918749999999,0.5625,-0.020896220703125,-0.032865984375,1.0,0.0,1.0,1.0,12451.0,1.0,84.0
51,0.204,0.1137687890625,0.5625,-0.020890857421875,-0.03286779296875,1.0,0.0,1.0,1.0,12452.0,1.0,84.0
